Gene,M307_2ppm,M311_2ppm,M314_2ppm,M316_0ppm,M323_2ppm,M324_0ppm,M327_0ppm,M329_0ppm,M330_0ppm,M343_2ppm
Rnf150,23,43,50,44,15,43,64,63,19,43
Rnf151,18,7,33,9,35,15,11,8,12,17
Rnf152,47,61,62,82,52,64,58,57,54,88
Rnf157,120,80,84,93,115,62,20,24,452,20
Rnf165,6,7,18,18,9,26,25,22,2,21
Rnf166,368,188,308,167,260,115,24,49,394,83
Rnf167,541,176,320,224,421,141,19,108,837,203
Rnf168,264,157,223,167,209,133,60,79,229,115
Rnf169,165,61,137,120,98,83,38,47,74,101
Rnf17,33,54,52,65,34,70,83,72,32,70
Rnf170,178,99,145,90,177,65,21,48,210,56
Rnf180,643,103,318,311,386,136,36,83,632,139
Rnf181,1398,577,1162,963,1403,505,91,206,2068,478
Rnf182,17,31,22,29,7,43,45,36,12,40
Rnf183,78,7,28,30,31,18,3,11,9,11
Rnf185,452,172,317,275,365,120,31,61,549,136
Rnf186,78,18,43,34,49,13,6,5,944,21
Rnf187,1122,587,857,578,894,312,47,144,1364,318
Rnf19a,427,201,358,285,440,189,48,112,315,171
Rnf19b,161,95,127,121,226,88,46,69,181,80
Rnf2,1486,451,807,736,871,281,66,179,645,378
Rnf20,448,228,336,241,266,156,68,93,420,157
Rnf207,22,10,15,15,13,16,8,9,23,10
Rnf208,3,2,11,6,7,4,3,4,48,1
Rnf214,269,141,209,150,175,125,75,106,194,110
Rnf215,229,49,76,82,170,32,4,29,171,69
Rnf216,374,195,340,204,263,163,38,59,342,115
Rnf217,181,66,117,81,117,38,13,33,193,45
Rnf219,87,38,37,31,39,27,27,28,38,31
Rnf220,401,253,385,300,357,171,35,80,630,135
Rnf222,0,3,4,4,1,4,4,7,0,10
Rnf223,12,1,13,3,7,8,5,1,18,5
Rnf24,80,49,100,53,83,36,29,35,91,32
Rnf25,156,54,86,68,99,49,11,21,146,48
Rnf26,79,68,81,73,73,18,7,15,148,40
Rnf31,256,68,180,106,179,57,18,56,137,69
Rnf32,47,18,72,25,68,25,16,9,66,26
Rnf34,382,178,284,235,318,111,42,59,562,94
Rnf38,680,405,871,591,1096,493,139,220,627,391
Rnf39,2,1,7,2,1,1,4,5,10,3
Rnf4,1176,453,711,459,899,244,55,124,1228,298
Rnf40,316,187,274,206,238,155,29,82,434,114
Rnf41,375,142,244,198,269,99,27,70,688,102
Rnf43,212,52,114,116,164,84,10,43,384,72
Rnf44,978,368,731,543,848,318,50,151,942,269
Rnf5,798,237,443,319,566,152,13,83,505,158
Rnf6,906,336,619,441,609,261,39,155,640,216
Rnf7,639,299,553,351,528,142,24,85,418,178
Rnf8,343,161,251,143,236,73,7,42,212,80
Rnft1,698,262,426,388,588,214,52,124,1228,176
Rnft2,20,15,16,11,11,16,8,26,52,17
Rngtt,259,71,157,136,143,83,30,50,220,87
Rnh1,1184,598,634,567,752,242,25,138,2214,214
Rnls,84,19,60,25,59,32,22,29,69,31
Rnmt,266,143,203,167,224,144,59,100,361,141
Rnmtl1,39,7,21,19,26,17,7,10,28,12
Rnpc3,192,77,96,90,131,46,31,62,162,101
Rnpep,474,236,424,278,376,172,15,75,914,160
Rnpepl1,574,148,326,236,453,157,23,83,784,132
Rnps1,104,52,98,51,100,31,9,11,99,37
Rnu11,0,0,1,0,0,2,0,0,0,0
Rnu12,0,0,0,1,1,1,0,0,0,1
Rnu6,0,0,0,0,0,0,0,0,0,1
Rnu7,0,0,0,0,0,0,0,0,0,0
Rnu73b,0,0,0,0,2,0,0,1,0,0
Robo1,27,60,28,40,16,45,47,55,31,38
Robo2,28,48,25,54,35,60,109,91,11,81
Robo3,6,12,9,16,15,9,12,16,3,19
Robo4,4,3,8,1,3,15,15,22,1,15
Rock1,726,435,580,426,703,301,127,219,550,338
Rock2,583,607,693,467,528,346,162,182,586,276
Rogdi,1273,304,653,478,893,189,16,139,725,238
Rom1,51,34,36,33,17,29,7,10,30,15
Romo1,744,318,677,292,694,224,10,106,708,265
Ropn1,20,18,39,19,49,30,12,10,13,28
Ropn1l,191,78,288,139,366,122,26,58,82,97
Ror1,10,21,26,24,29,17,23,13,8,17
Ror2,13,3,8,11,7,11,16,11,1,11
Rora,118,55,81,57,75,41,24,31,79,27
Rorb,38,134,65,95,37,128,195,142,36,152
Rorc,104,26,72,57,54,25,9,21,107,32
Ros1,24,26,36,71,39,55,83,57,2486,71
Rp1,6,35,22,44,10,28,38,53,7,44
Rp1l1,1,13,9,6,5,16,20,27,4,15
Rp2h,292,256,316,297,276,135,25,62,312,100
Rp9,365,251,373,170,296,130,19,57,299,112
Rpa1,540,328,383,284,394,154,33,73,307,124
Rpa2,289,177,195,124,253,89,40,49,163,103
Rpa3,193,100,138,68,185,50,8,22,199,68
Rpain,158,85,74,64,107,37,9,19,154,69
Rpap1,154,79,98,96,112,91,23,46,161,75
Rpap2,158,83,91,89,109,65,32,37,91,59
Rpap3,249,176,191,159,190,107,22,44,198,100
Rpe,569,207,366,241,334,130,66,70,460,149
Rpe65,4,6,7,7,3,13,4,15,2,9
Rpf1,345,175,251,197,324,106,60,80,389,117
Rpf2,120,43,93,85,88,34,13,24,101,47
Rpgr,113,47,48,68,76,33,25,21,98,33
Rpgrip1,130,51,189,117,136,154,87,120,93,143
Rpgrip1l,120,76,71,60,68,59,45,68,83,48
Rph3a,4,13,9,18,2,15,11,13,7,15
Rph3al,10,8,13,12,5,8,2,2,27,7
Rpia,14,13,17,11,13,19,6,18,18,17
Rpl10,15,16,8,8,16,5,5,9,12,12
Rpl10a,6,4,10,11,3,5,5,3,7,12
Rpl10l,8,8,7,12,16,19,6,8,9,16
Rpl11,3,8,8,2,5,1,4,4,6,2
Rpl12,2,3,5,4,4,2,2,6,3,3
Rpl13,464,366,504,319,395,168,23,62,398,142
Rpl13a,1360,1022,1562,886,1266,526,55,137,1124,430
Rpl14,985,767,1070,627,855,388,38,109,605,370
Rpl15,323,193,171,145,258,83,18,30,216,85
Rpl17,7,8,8,1,12,6,11,7,8,5
Rpl18,247,119,181,107,230,66,9,29,195,67
Rpl18a,420,311,431,306,408,147,22,53,313,152
Rpl19,85,48,52,35,65,18,4,8,64,32
Rpl21,116,66,106,62,89,36,16,24,88,60
Rpl22,701,394,596,371,556,198,40,98,560,218
Rpl22l1,217,163,165,82,133,68,8,25,200,64
Rpl23,163,123,121,109,152,57,8,20,121,56
Rpl23a,41,26,31,34,29,8,1,7,36,13
Rpl24,7,3,3,5,3,4,0,1,2,5
Rpl26,1,0,0,0,0,0,1,0,0,2
Rpl27,13,13,14,11,13,17,5,6,8,13
Rpl27a,59,46,43,48,44,21,11,17,80,29
Rpl28,12,6,7,5,8,1,2,2,9,4
Rpl29,104,56,153,50,107,38,7,9,99,37
Rpl3,219,184,190,146,167,111,12,30,148,85
Rpl30,6,4,3,2,9,0,0,2,6,2
Rpl31,33,19,36,20,28,9,7,6,113,16
Rpl31-ps12,1,5,0,1,4,2,11,6,3,6
Rpl32,1903,1442,1964,1172,1564,701,83,220,963,644
Rpl34,17,3,10,6,7,8,2,3,16,3
Rpl34-ps1,0,0,0,0,0,0,0,0,0,0
Rpl35,169,127,185,95,138,74,7,23,107,74
Rpl35a,10,6,13,14,9,5,2,1,5,5
Rpl36,22,10,35,20,20,11,2,5,18,11
Rpl36a,4,5,0,2,2,0,2,2,0,2
Rpl36al,319,132,205,140,328,94,10,57,345,92
Rpl37,544,355,549,317,491,179,24,70,405,257
Rpl37a,178,120,135,71,111,54,11,17,122,55
Rpl38,4,0,3,2,6,0,2,4,2,3
Rpl39,469,361,484,264,460,155,13,69,258,229
Rpl39l,16,18,25,18,33,18,13,0,1,15
Rpl3l,81,46,72,50,89,40,3,21,337,56
Rpl4,4926,3358,4343,2894,3631,1666,178,504,3559,1380
Rpl41,1322,725,1360,648,1142,456,46,189,677,463
Rpl5,73,73,98,74,78,64,22,39,121,54
Rpl6,293,173,239,143,203,79,14,33,212,74
Rpl7,511,460,485,332,439,182,31,71,405,166
Rpl7a,53,33,33,42,41,30,7,10,59,16
Rpl7l1,708,387,485,340,496,189,31,111,568,171
Rpl8,1336,1020,1251,876,1129,428,55,164,1204,468
Rpl9,8,6,9,9,16,6,5,5,12,12
Rplp0,2152,1755,2052,1285,1816,738,90,211,3205,705
Rplp1,1123,690,1127,655,995,358,39,177,497,414
Rplp2,164,100,107,68,123,41,5,17,84,55
Rplp2-ps1,0,0,0,0,0,0,0,0,0,0
Rpn1,4779,2631,4130,2409,3748,1535,60,652,6399,1455
Rpn2,5886,3980,6430,3673,5277,2392,103,971,10197,2095
Rpp14,293,139,208,136,194,85,47,63,225,60
Rpp21,152,60,100,75,154,30,6,11,192,40
Rpp25,13,18,3,7,8,6,4,3,5,0
Rpp25l,77,56,60,51,58,21,4,13,107,22
Rpp30,126,101,112,71,108,56,22,37,113,49
Rpp38,82,26,57,39,56,19,14,23,64,18
Rpp40,70,27,59,38,50,29,8,14,96,35
Rpph1,5,2,5,5,5,1,0,0,1,3
Rprd1a,465,163,379,165,318,108,15,89,412,129
Rprd1b,454,164,289,240,263,109,26,65,338,119
Rprd2,208,94,150,142,186,123,48,92,219,108
Rprl1,0,0,1,1,2,1,2,2,0,0
Rprl2,2,0,0,2,0,1,1,0,1,0
Rprl3,0,0,0,0,0,0,2,1,0,0
Rprm,123,23,75,37,60,20,3,11,524,34
Rprml,5,2,3,3,4,0,3,0,50,1
Rps10,157,116,185,71,154,72,10,22,107,62
Rps11,786,578,730,478,671,235,25,104,591,261
Rps12,1,4,12,3,10,3,1,1,3,10
Rps13,3,3,1,5,4,3,3,2,1,1
Rps14,2026,1153,1916,1059,1594,570,62,216,1226,560
Rps15,559,302,591,309,529,201,23,68,462,194
Rps15a,249,232,229,157,242,112,36,59,169,121
Rps15a-ps4,1,6,3,12,5,24,20,13,2,15
Rps15a-ps6,21,8,23,14,14,3,15,11,4,15
Rps16,4,2,5,2,3,1,2,2,4,4
Rps17,12,1,3,2,6,5,0,3,2,5
Rps18,431,308,404,276,374,135,20,40,262,144
Rps19,773,652,853,490,624,322,36,88,605,269
Rps19bp1,197,73,120,109,214,47,3,20,211,74
Rps19-ps3,16,12,8,11,10,6,5,4,17,3
Rps2,404,423,401,225,316,140,14,41,346,158
Rps20,625,451,635,405,478,238,33,60,237,213
Rps21,367,218,368,172,301,107,12,52,271,136
Rps23,3,3,3,3,1,1,2,2,4,0
Rps24,372,239,381,229,320,125,19,57,198,146
Rps25,330,278,321,228,338,107,26,60,244,151
Rps26,1010,468,822,488,910,270,20,127,630,356
Rps27,4,3,7,3,2,1,2,2,0,1
Rps27a,15,3,5,9,8,3,6,2,7,6
Rps27l,1390,631,958,652,1099,324,35,143,703,380
Rps28,212,141,181,105,154,50,4,19,103,73
Rps29,3,3,0,0,5,4,0,0,3,1
Rps3,2502,1664,2388,1369,1992,885,101,322,2069,689
Rps3a1,922,769,903,539,738,281,33,86,674,313
Rps4x,529,375,562,284,370,189,21,73,312,199
Rps4y2,448,174,320,256,497,117,13,58,234,127
Rps5,1783,1172,1492,1063,1390,551,57,213,1321,578
Rps6,83,58,72,46,56,30,5,16,102,33
Rps6ka1,120,209,178,133,134,91,36,38,167,70
Rps6ka2,27,31,54,45,43,33,13,25,274,50
Rps6ka3,42,25,37,43,40,18,17,17,78,13
Rps6ka4,431,212,235,209,304,113,18,54,349,88
Rps6ka5,36,58,49,72,36,68,54,54,35,66
Rps6ka6,21,8,24,19,11,26,23,17,11,16
Rps6kb1,380,288,289,291,367,164,102,189,376,217
Rps6kb2,98,32,49,45,55,21,4,24,77,35
Rps6kc1,86,39,74,59,47,47,20,39,107,51
Rps6kl1,2,2,11,5,2,2,12,11,7,5
Rps7,18,12,14,12,10,13,10,6,18,18
Rps8,251,166,301,159,199,100,12,38,209,78
Rps9,1271,884,1192,775,940,381,45,134,822,392
Rpsa,194,164,218,125,147,68,12,32,175,70
Rptn,12,10,14,33,6,58,63,49,8,45
Rptor,335,102,189,151,207,110,48,62,526,122
Rpusd1,68,34,51,32,47,13,5,20,89,18
Rpusd2,31,18,23,44,17,19,34,33,21,30
Rpusd3,126,38,59,74,95,30,9,22,97,56
Rpusd4,126,52,74,47,49,37,7,15,108,21
Rqcd1,335,204,247,188,251,152,77,118,274,176
Rrad,23,30,25,12,12,7,2,9,12,5
Rraga,423,185,314,245,338,90,9,61,414,133
Rragb,62,35,84,56,72,30,7,21,42,54
Rragc,1285,690,917,738,848,361,55,162,904,337
Rragd,113,76,158,66,121,52,42,44,213,94
Rras,431,305,311,199,287,129,14,36,325,88
Rras2,788,272,514,364,493,203,35,97,243,202
Rrbp1,1840,862,1536,1069,1796,595,72,351,2740,646
Rreb1,446,117,282,220,291,125,67,114,546,192
Rrh,1,2,0,1,1,5,11,3,0,8
Rrm1,509,265,239,229,286,115,41,99,274,145
Rrm2,238,173,128,99,166,52,11,26,50,60
Rrm2b,444,157,276,253,358,143,45,101,245,145
Rrn3,564,227,415,300,384,150,62,102,352,185
Rrnad1,297,119,181,131,237,89,29,77,244,96
Rrp1,1879,946,1708,1073,1806,651,56,317,2748,701
Rrp12,124,36,94,58,101,58,28,44,98,59
Rrp15,129,85,103,85,95,53,13,16,85,31
Rrp1b,124,87,101,85,93,43,25,29,147,50
Rrp36,224,112,136,122,143,56,7,26,137,57
Rrp7a,361,164,252,218,292,99,8,42,352,104
Rrp8,414,174,352,215,291,111,19,49,362,152
Rrp9,81,24,39,44,70,24,3,10,100,26
Rrs1,252,148,242,163,235,90,21,23,239,71
Rs1,5,14,8,10,6,21,20,21,1,13
Rsad1,17,29,11,19,20,15,27,7,17,21
Rsad2,55,64,49,49,43,69,64,74,22,64
Rsbn1,179,79,173,147,190,79,49,96,164,87
Rsbn1l,173,91,116,113,122,82,100,89,188,83
Rsc1a1,2,0,0,2,0,2,0,0,1,1
Rsf1,274,155,230,163,201,164,123,145,336,140
Rsg1,13,2,9,12,10,3,2,4,3,8
Rsl1,35,17,20,23,27,11,9,7,28,13
Rsl1d1,752,349,512,432,545,206,39,102,763,192
Rsl24d1,304,123,199,116,186,75,23,36,174,106
Rslcan18,11,21,20,20,12,32,23,26,14,24
Rsph1,109,66,180,100,221,66,22,41,147,58
Rsph3a,33,21,30,23,40,11,2,6,41,8
Rsph3b,51,28,42,30,49,17,1,7,59,13
Rsph4a,13,28,31,25,27,42,69,50,6,41
Rsph6a,3,5,25,15,56,8,8,9,14,10
Rsph9,285,48,155,126,221,75,10,46,131,78
Rspo1,267,132,176,204,155,116,32,32,40,46
Rspo2,2,3,1,3,3,16,7,16,0,12
Rspo3,234,268,290,194,174,134,48,42,70,88
Rspo4,6,1,2,3,6,3,13,8,5,8
Rspry1,248,156,184,149,237,102,35,89,364,101
Rsrc1,419,205,243,207,304,138,45,75,303,119
Rsrc2,443,229,328,259,398,173,85,152,317,228
Rsu1,1140,482,762,656,917,303,42,159,369,337
Rtbdn,5,6,6,9,2,4,10,6,3,8
Rtca,382,180,296,171,290,102,18,62,224,117
Rtdr1,4,2,1,4,3,4,6,6,0,7
Rtel1,79,67,116,55,55,37,34,43,98,74
Rtf1,249,121,197,173,228,104,38,59,239,98
Rtfdc1,750,320,501,355,627,202,28,112,546,186
Rtkn,26,31,34,21,28,13,13,14,491,15
Rtkn2,44,29,19,31,29,49,49,35,20,49
Rtl1,2,13,1,10,1,6,11,9,0,15
Rtn1,43,26,17,31,43,23,22,28,21,31
Rtn2,1,9,14,12,5,10,7,8,8,8
Rtn3,4848,1430,2749,2244,4000,1050,79,738,7542,1369
Rtn4,624,405,464,374,711,271,74,135,776,307
Rtn4ip1,339,89,201,145,164,66,19,52,180,85
Rtn4r,3,3,4,5,2,2,5,11,11,5
Rtn4rl1,303,56,109,90,258,69,7,53,41,88
Rtn4rl2,2,8,2,3,2,2,2,1,0,2
Rtp1,6,12,6,5,1,16,13,16,0,16
Rtp2,8,7,12,21,5,26,16,20,7,35
Rtp3,7,5,2,4,3,13,2,9,4,6
Rtp4,158,149,215,127,105,68,24,36,52,58
Rttn,56,79,67,72,54,86,110,106,46,132
Rubie,3,1,1,5,3,7,5,7,0,3
Rufy1,594,344,444,343,496,176,32,125,277,229
Rufy2,385,241,286,177,234,166,109,154,188,184
Rufy3,92,77,95,58,69,61,30,45,107,60
Rufy4,0,6,8,11,5,13,14,7,2,8
Rundc1,362,129,246,168,291,109,16,78,543,125
Rundc3a,75,34,162,118,177,85,22,27,39,49
Rundc3b,15,16,17,16,19,22,15,30,10,18
Runx1,46,92,75,73,48,72,24,50,970,44
Runx1t1,81,70,81,62,62,85,71,73,35,73
Runx2,18,39,22,37,16,53,45,55,865,44
Runx3,7,22,15,24,19,16,16,15,10,11
Rusc1,301,90,234,124,334,84,16,63,238,101
Rusc2,95,60,101,50,54,45,21,20,34,30
Ruvbl1,74,49,73,70,49,32,12,19,69,23
Ruvbl2,219,121,162,97,193,68,11,25,237,56
Rwdd1,132,96,116,80,94,35,20,18,87,42
Rwdd2a,17,12,9,12,27,3,6,4,24,2
Rwdd2b,51,15,44,24,34,9,8,7,46,19
Rwdd3,32,26,23,20,31,17,13,19,42,15
Rwdd4a,367,153,198,208,297,131,32,60,330,117
Rxfp1,1,5,2,24,3,7,10,16,1,16
Rxfp2,3,11,4,14,5,28,31,23,14,30
Rxfp3,6,8,7,15,1,21,14,8,4,7
Rxfp4,2,8,4,2,0,5,4,5,2,4
Rxra,321,159,212,163,265,102,17,63,279,105
Rxrb,343,142,239,204,308,62,16,52,426,95
Rxrg,3,7,4,7,8,5,14,7,5,12
Rybp,103,46,54,45,62,41,12,40,82,36
Ryk,826,398,599,357,599,159,36,79,1431,255
Ryr1,16,36,35,42,27,62,52,55,15,64
Ryr2,32,72,67,117,34,96,170,144,25,134
Ryr3,49,81,57,99,44,135,165,149,33,151
S100a1,651,616,555,393,489,191,29,67,835,144
S100a10,2273,1128,1317,1177,1748,562,69,181,470,401
S100a11,3059,1455,1947,1561,2486,741,60,298,1599,719
S100a13,145,190,82,104,86,53,16,18,45,24
S100a14,132,75,175,64,162,59,9,34,20,85
S100a16,1999,903,1446,983,1646,509,38,270,1318,521
S100a2,0,0,0,0,1,0,0,1,3,1
S100a3,2,7,2,10,6,6,11,3,7,13
S100a4,57,200,39,32,45,23,7,11,11,13
S100a5,0,0,3,2,0,1,3,0,0,1
S100a6,1655,2122,1171,957,697,580,111,87,192,269
S100a7a,1,5,3,8,3,10,11,10,5,16
S100a8,187,98,208,95,378,162,4,72,0,120
S100a9,1,12,0,3,3,1,7,4,2,2
S100b,2,19,16,14,6,18,19,17,14,25
S100g,1,7,3,7,5,3,4,3,15,2
S100pbp,39,28,26,32,26,14,17,16,36,25
S100z,21,6,8,3,6,3,1,2,10,9
S1pr1,25,30,20,27,31,20,14,14,22,19
S1pr2,34,37,52,31,32,18,7,15,39,10
S1pr3,34,33,46,44,22,23,13,10,223,15
S1pr4,3,4,1,8,5,6,4,4,2,6
S1pr5,0,6,0,9,2,7,13,6,2,9
Saa1,5,14,1,6,5,5,12,6,0,11
Saa2,1,5,3,6,0,2,3,1,0,1
Saa3,17,152,55,169,52,3,39,7,1,37
Saa4,3,2,1,2,2,7,7,10,0,2
Saal1,92,92,83,91,77,64,47,75,74,100
Sac3d1,211,86,101,103,174,45,3,22,149,62
Sacm1l,1797,485,1121,902,1286,439,81,279,1594,518
Sacs,16,15,21,15,12,33,43,37,14,28
Sae1,1341,569,766,583,939,317,42,159,1015,290
Safb,311,160,305,187,301,129,20,67,338,131
Safb2,258,135,160,141,209,67,23,51,177,84
Sag,7,14,1,11,5,16,23,22,8,18
Sall1,4,12,6,4,4,10,18,14,6,2
Sall2,21,44,30,23,20,17,21,22,110,29
Sall3,25,30,38,33,25,53,20,36,25,63
Sall4,6,17,6,17,13,20,25,17,3,20
Samd1,26,10,16,21,31,8,3,7,33,18
Samd10,292,156,360,192,286,125,15,74,674,151
Samd11,88,57,85,42,81,39,13,15,121,46
Samd12,47,7,15,19,16,4,7,9,1,13
Samd14,98,56,82,72,80,34,10,22,32,36
Samd3,13,22,14,29,12,51,47,40,7,45
Samd4,150,99,203,148,212,131,60,48,50,78
Samd4b,458,170,351,254,366,141,24,72,792,117
Samd5,372,55,136,149,242,61,8,59,55,93
Samd7,16,16,15,10,7,24,27,41,8,29
Samd8,612,145,309,292,575,161,62,138,526,250
Samd9l,1357,346,711,423,765,232,71,262,289,326
Samhd1,406,313,320,261,235,138,36,78,139,145
Samm50,882,375,621,479,714,204,24,117,663,241
Samsn1,25,50,46,15,19,12,10,9,29,9
Samt1,0,0,0,0,0,0,0,0,0,0
Samt2,0,1,0,0,0,1,1,1,0,0
Samt3,8,7,4,6,1,6,10,7,2,10
Samt4,0,0,4,1,0,4,1,4,0,2
Sap130,78,30,55,49,57,54,27,65,58,69
Sap18,390,226,276,252,238,121,42,65,231,90
Sap25,0,0,0,0,2,0,1,0,1,1
Sap30,23,29,32,16,24,23,4,4,35,18
Sap30bp,321,147,212,177,230,80,12,42,284,94
Sap30l,185,109,142,131,160,84,8,21,188,60
Sapcd1,2,3,5,1,4,3,5,4,1,4
Sapcd2,0,4,9,6,8,13,5,8,56,6
Sar1a,2548,1240,1602,1296,1906,668,94,395,2419,700
Sar1b,1422,550,937,733,1515,388,28,265,2403,462
Sardh,88,35,63,25,53,34,13,14,334,30
Sarm1,10,14,12,26,4,14,18,13,12,10
Sarnp,103,80,64,74,63,43,16,23,83,48
Sars,1461,586,1161,686,1116,388,34,240,925,438
Sars2,48,23,41,29,42,14,6,24,77,12
Sart1,542,266,388,316,434,145,36,66,553,154
Sart3,252,136,210,150,192,84,16,30,236,82
Sash1,88,65,72,74,50,56,28,41,51,53
Sash3,31,84,45,36,26,13,11,10,32,6
Sass6,58,47,44,77,49,64,65,78,30,60
Sat1,3292,2021,3971,2227,3139,1365,78,605,2115,1661
Sat2,49,22,36,25,33,14,10,20,57,22
Satb1,738,172,508,353,609,210,39,165,202,325
Satb2,22,24,20,55,29,48,58,69,12,41
Satl1,28,7,38,16,47,26,10,11,8,14
Sav1,172,121,112,119,109,49,17,23,87,43
Saysd1,99,45,75,61,117,57,15,23,169,36
Sbds,942,378,752,547,820,274,33,151,669,272
Sbf1,242,111,170,158,188,93,28,74,322,85
Sbf2,468,359,449,363,327,221,125,156,570,204
Sbk1,285,82,124,103,95,36,15,33,1300,60
Sbk2,0,0,0,0,0,4,3,1,8,5
Sbno1,785,357,683,424,758,370,219,264,1129,391
Sbno2,142,89,117,103,126,74,32,38,168,77
Sbp,0,6,2,3,6,4,6,5,0,8
Sbpl,1,0,0,0,0,2,5,4,0,2
Sbsn,73,48,56,38,49,36,10,26,13,18
Sbspon,2,2,0,20,6,9,11,13,4,10
Sc4mol,2016,1338,2281,1267,1969,939,34,411,3892,860
Sc5d,1118,484,974,671,1071,361,43,263,1509,443
Scaf1,353,126,264,143,265,105,11,47,384,92
Scaf11,689,346,537,414,600,260,83,174,685,368
Scaf4,269,112,185,132,194,68,26,49,212,75
Scaf8,296,127,227,159,212,87,50,108,248,122
Scai,158,59,111,121,132,89,87,105,204,133
Scamp1,1215,497,875,631,949,330,27,222,1537,467
Scamp2,684,329,509,335,572,177,19,117,1234,264
Scamp3,582,162,266,259,530,121,8,82,497,133
Scamp4,598,225,400,248,544,161,9,96,881,156
Scamp5,547,175,289,267,411,123,20,106,244,189
Scand1,437,131,247,197,362,108,18,58,255,99
Scap,1489,450,941,713,1154,355,35,220,1196,398
Scaper,284,145,245,234,237,108,95,83,224,138
Scara3,181,116,198,190,120,83,33,31,39,44
Scara5,1255,691,1266,983,698,515,147,128,79,281
Scarb1,1842,338,915,739,1218,253,13,261,1839,370
Scarb2,479,219,308,211,346,106,13,68,88,107
Scarf1,23,22,7,16,6,15,24,22,8,21
Scarf2,90,55,81,64,54,45,9,9,16,19
Scarna10,3,3,2,0,2,0,1,1,0,1
Scarna13,0,0,2,1,0,0,4,0,0,1
Scarna17,1,0,0,0,0,0,0,0,4,0
Scarna2,0,0,0,0,1,0,0,0,0,0
Scarna3a,0,0,1,0,0,3,0,1,0,0
Scarna3b,3,1,0,2,0,0,1,0,0,1
Scarna6,0,0,0,0,2,0,2,0,0,0
Scarna8,0,0,0,0,0,1,0,2,1,3
Scarna9,0,0,0,0,0,1,0,0,0,1
Sccpdh,392,229,349,242,474,163,43,104,1013,206
Scd1,4428,1831,3630,2570,3177,1443,137,616,4909,1297
Scd2,9518,4687,7869,4846,7445,2963,135,1698,15723,3212
Scd3,71,29,86,50,50,48,34,46,16,67
Scd4,4,13,5,18,2,16,17,17,18,21
Scel,738,166,352,303,548,125,38,114,443,205
Scfd1,990,389,671,539,712,295,42,156,1006,306
Scfd2,188,50,112,110,126,77,55,86,172,64
Scg2,2,2,2,6,3,10,14,5,2,3
Scg3,11,13,9,17,17,16,29,36,2,25
Scg5,158,97,162,160,208,75,14,68,45,101
Scgb1a1,2,2,4,3,0,0,5,4,2,1
Scgb1b2,0,0,1,0,0,3,4,3,0,0
Scgb1b20,0,0,0,0,0,1,0,0,0,1
Scgb1b24,0,0,0,3,1,1,2,8,0,0
Scgb1b27,0,2,0,0,0,3,1,2,0,0
Scgb1b29,0,0,0,0,0,0,0,0,0,0
Scgb1b3,0,0,0,0,0,0,1,0,3,3
Scgb1b30,0,0,0,4,2,4,2,6,0,1
Scgb1b7,0,0,0,0,0,0,1,1,0,0
Scgb1c1,0,0,4,1,1,3,0,1,4,2
Scgb2b19,0,0,0,4,0,1,3,3,0,0
Scgb2b2,0,3,0,0,0,0,4,3,1,3
Scgb2b20,1,0,2,0,2,1,7,8,0,4
Scgb2b23-ps,0,3,2,1,2,3,5,12,1,3
Scgb2b24,3,1,1,2,3,4,10,7,0,7
Scgb2b26,3,7,2,3,2,7,6,7,0,6
Scgb2b27,0,1,0,4,0,0,3,3,1,6
Scgb2b3,0,0,0,0,0,0,3,3,0,0
Scgb2b7,0,0,0,0,0,0,2,0,0,2
Scgb3a1,0,4,3,3,0,2,4,4,0,3
Scgb3a2,8,5,1,1,2,7,5,8,2,3
Scgn,0,7,6,9,14,14,18,11,1,11
Schip1,0,2,2,0,1,1,3,3,0,1
Scimp,4,9,14,3,7,17,14,6,16,8
Scin,1524,366,820,902,1353,299,31,210,25,436
Sclt1,279,102,284,172,292,140,62,73,197,124
Scly,99,47,57,44,63,30,9,21,115,26
Scmh1,385,209,287,252,267,133,40,86,557,116
Scml2,15,27,14,24,14,33,28,33,6,37
Scml4,62,38,105,87,60,61,35,47,37,64
Scn10a,7,27,5,17,9,29,22,38,2,37
Scn11a,15,15,9,18,7,28,37,39,6,26
Scn1a,28,55,45,49,17,65,98,88,13,97
Scn1b,96,98,104,103,78,52,14,13,25,30
Scn2a1,25,39,25,59,11,67,109,72,6,72
Scn2b,9,9,12,13,3,25,27,27,107,29
Scn3a,16,71,41,45,21,91,132,94,23,92
Scn3b,30,28,28,47,28,41,39,35,10,24
Scn4a,7,15,10,17,8,27,19,23,13,15
Scn4b,15,41,16,28,23,47,39,55,6,37
Scn5a,3,16,14,19,6,12,17,21,7,17
Scn7a,262,293,347,259,152,248,139,138,33,145
Scn8a,6,25,27,53,16,59,63,53,15,74
Scn9a,16,44,20,71,18,46,86,102,9,53
Scnm1,155,49,69,69,113,28,8,21,85,34
Scnn1a,156,220,338,143,221,98,27,52,564,105
Scnn1b,12,10,9,17,6,9,14,15,11,22
Scnn1g,2,11,11,16,7,11,18,26,2,21
Sco1,118,70,87,79,100,79,66,63,118,60
Sco2,22,26,10,12,21,6,2,4,54,15
Scoc,176,102,126,126,102,58,25,31,94,61
Scp2,1981,921,1678,1072,1518,549,53,265,1335,604
Scp2d1,6,6,20,13,21,18,8,9,6,13
Scpep1,269,284,251,167,218,115,26,32,307,71
